id,resume_text,category,group_id
8260,"Worked on gcp, text-to-image. Delivered: fine-tuned generative models and evaluated outputs qualitatively. Core skills: api, text-to-image. Recent work includes implemented model evaluation and automated tests. Worked on api, text-to-image, gcp. Delivered: implemented model evaluation and automated tests. Core skills: api, gcp. Recent work includes fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,460
4731,"Worked on docker, pipeline, ci/cd. Delivered: deployed services as containers with CI/CD. Focused on robust monitoring, logging, and reproducibility. Contributed to managed streaming pipelines and schema evolution and owned statistical modeling, docker, ci/cd, pipeline. Contributed to deployed services as containers with CI/CD and owned pipeline, statistical modeling.",Data Engineer,231
7548,"AI Researcher — experience building ML & data products. Worked on regression, testing. Delivered: built scalable data pipelines with retries and monitoring. Responsibilities: regression, api, testing. Achievements: built scalable data pipelines with retries and monitoring. Contributed to deployed services as containers with CI/CD and owned paper, feature engineering. Worked on regression, paper, api. Delivered: ran reproducible experiments and released code with ablations.",AI Researcher,348
8134,"Core skills: text-to-image, prompt, cloud. Recent work includes built retrieval-augmented generation flows and safety filters. Core skills: text-to-image, cloud. Recent work includes built retrieval-augmented generation flows and safety filters. Core skills: text-to-image, feature engineering. Recent work includes built retrieval-augmented generation flows and safety filters.",Generative AI,434
1606,"Core skills: python, testing. Recent work includes designed metric-driven experiments and tracked results. Core skills: python, testing, transformer, monitoring. Recent work includes designed metric-driven experiments and tracked results.",Data Scientist,6
4773,"Collaborated closely with product and platform teams to define SLAs. Contributed to deployed services as containers with CI/CD and owned api, automation, feature engineering. Core skills: spark, api. Recent work includes implemented model evaluation and automated tests.",Data Engineer,273
8109,"Contributed to built retrieval-augmented generation flows and safety filters and owned feature engineering, cloud, diffusion, theory. Responsibilities: feature engineering, cloud, gcp, diffusion. Achievements: built retrieval-augmented generation flows and safety filters. Contributed to built scalable data pipelines with retries and monitoring and owned gcp, theory, diffusion, feature engineering. Responsibilities: theory, gcp. Achievements: built retrieval-augmented generation flows and safety filters.",Generative AI,409
6951,"Worked on gcp, aws, paper. Delivered: built scalable data pipelines with retries and monitoring. Responsibilities: python, aws, gcp. Achievements: built scalable data pipelines with retries and monitoring.",AI Researcher,351
6004,"Contributed to wrote papers describing novel architectures and results and owned theory, api. Core skills: theory, api, feature engineering. Recent work includes implemented model evaluation and automated tests. Contributed to wrote papers describing novel architectures and results and owned benchmark, api, monitoring, theory. Contributed to wrote papers describing novel architectures and results and owned feature engineering, ablation.",AI Researcher,304
7728,"Responsibilities: feature engineering, regression, testing. Achievements: designed metric-driven experiments and tracked results. Worked on testing, regression, feature engineering. Delivered: designed metric-driven experiments and tracked results. Core skills: testing, regression, feature engineering. Recent work includes implemented model evaluation and automated tests.",AI Researcher,328
3541,"focused on robust monitoring, logging, and reproducibility. core skills: tensorflow, feature engineering, etl, monitoring. recent work includes productionized model serving with autoscaling and caching. core skills: gcp, tensorflow, monitoring, model registry. recent work includes productionized model serving with autoscaling and caching. worked on tensorflow, model registry, feature engineering, etl. delivered: productionized model serving with autoscaling and caching.",ML Engineer,141
388,"Data Scientist — experience building ML & data products. Core skills: cloud, pandas, visualization, monitoring. Recent work includes implemented model evaluation and automated tests. Responsibilities: monitoring, pandas, pandas, cloud. Achievements: developed forecasting models and validated with backtesting. Contributed to implemented model evaluation and automated tests and owned monitoring, pandas, pandas.",Data Scientist,88
